Symbol,Name,Country,Sector,Industry
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,United States,Consumer Staples,Tobacco
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,United States,Consumer Staples,Tobacco
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,United States,Consumer Staples,Tobacco
CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,United States,Consumer Staples,Tobacco
CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,United States,Consumer Staples,Tobacco
CHTR,Charter Communications Inc. Class A Common Stock New,United States,Consumer Discretionary,Telecommunications Equipment
CHUY,Chuy's Holdings Inc. Common Stock,United States,Consumer Discretionary,Restaurants
CHW,Calamos Global Dynamic Income Fund Common Stock,United States,Finance,Investment Managers
CHX,ChampionX Corporation Common Stock ,United States,Industrials,Construction/Ag Equipment/Trucks
CHY,Calamos Convertible and High Income Fund Common Stock,United States,Finance,Investment Managers
CIDM,Cinedigm Corp. Class A Common Stock,United States,Consumer Discretionary,Movies/Entertainment
CIFR,Cipher Mining Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
CIFRW,Cipher Mining Inc. Warrant,United States,Finance,Investment Bankers/Brokers/Service
CIGI,Colliers International Group Inc. Subordinate Voting Shares,Canada,,
CIH,China Index Holdings Limited American Depository Shares,China,Technology,EDP Services
CIIG,CIIG Capital Partners II Inc. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
CIIGW,CIIG Capital Partners II Inc. Warrant,United States,Industrials,Consumer Electronics/Appliances
CINC,CinCor Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CINF,Cincinnati Financial Corporation Common Stock,United States,Finance,Property-Casualty Insurers
CING,Cingulate Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CINGW,Cingulate Inc. Warrants,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CISO,Cerberus Cyber Sentinel Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
CITEW,Cartica Acquisition Corp Warrant,United States,Finance,Business Services
CIVB,Civista Bancshares Inc. Common Stock,United States,Finance,Major Banks
CIZN,Citizens Holding Company Common Stock,United States,Finance,Major Banks
CJJD,China Jo-Jo Drugstores Inc. (Cayman Islands) Ordinary Shares,China,Health Care, Medicinal Chemicals and Botanical Products 
CKPT,Checkpoint Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CLAR,Clarus Corporation Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
CLAY,Chavant Capital Acquisition Corp. Ordinary Shares,United States,Finance,Business Services
CLAYU,Chavant Capital Acquisition Corp. Unit,United States,Finance,Business Services
CLBK,Columbia Financial Inc. Common Stock,United States,Finance,Commercial Banks
CLBT,Cellebrite DI Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
CLBTW,Cellebrite DI Ltd. Warrants,Israel,Technology,Computer Software: Prepackaged Software
CLDX,Celldex Therapeutics Inc.,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CLEU,China Liberal Education Holdings Limited Ordinary Shares,China,Real Estate,Other Consumer Services
CLFD,Clearfield Inc. Common Stock,United States,Utilities,Telecommunications Equipment
CLGN,CollPlant Biotechnologies Ltd Ordinary Shares,Israel,Health Care,Industrial Specialties
CLIN,Clean Earth Acquisitions Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
CLINR,Clean Earth Acquisitions Corp. Right,United States,Finance,Business Services
CLINU,Clean Earth Acquisitions Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
CLINW,Clean Earth Acquisitions Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
CLIR,ClearSign Technologies Corporation Common Stock,United States,Technology,Industrial Machinery/Components
CLLS,Cellectis S.A. American Depositary Shares,France,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLMB,Climb Global Solutions Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
CLMT,Calumet Specialty Products Partners L.P. Common Units,United States,Energy,Oil & Gas Production
CLNE,Clean Energy Fuels Corp. Common Stock,United States,Utilities,Natural Gas Distribution
CLNN,Clene Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CLNNW,Clene Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CLOER,Clover Leaf Capital Corp. Rights,United States,Finance,Business Services
CLOEU,Clover Leaf Capital Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
CLOV,Clover Health Investments Corp. Class A Common Stock,United States,Health Care,Medical Specialities
CLPS,CLPS Incorporation Common Stock,China,Technology,Computer Software: Prepackaged Software
CLPT,ClearPoint Neuro Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
CLRB,Cellectar Biosciences Inc.  Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CLRC,ClimateRock Class A Ordinary Shares,United Kingdom,Finance,Business Services
CLRO,ClearOne Inc. (DE) Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
CLSD,Clearside Biomedical Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CLSK,CleanSpark Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
CLST,Catalyst Bancorp Inc. Common Stock,United States,,
CLVR,Clever Leaves Holdings Inc. Common Shares,Colombia,Health Care,Pharmaceuticals and Biotechnology
CLVRW,Clever Leaves Holdings Inc. Warrant,Colombia,Health Care,Pharmaceuticals and Biotechnology
CLWT,Euro Tech Holdings Company Limited Common Stock,Hong Kong,Industrials,Industrial Machinery/Components
CLXT,Calyxt Inc. Common Stock,United States,Consumer Discretionary,Food Distributors
CMAX,CareMax Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
CMBM,Cambium Networks Corporation Ordinary Shares,Cayman Islands,Technology,Radio And Television Broadcasting And Communications Equipment
CMCA,Capitalworks Emerging Markets Acquisition Corp Class A Ordinary Shares,United States,Finance,Business Services
CMCAU,Capitalworks Emerging Markets Acquisition Corp Unit,United States,Finance,Business Services
CMCO,Columbus McKinnon Corporation Common Stock,United States,Industrials,Construction/Ag Equipment/Trucks
CMCSA,Comcast Corporation Class A Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
CMCT,Creative Media & Community Trust Corporation Common stock,United States,Real Estate,Real Estate Investment Trusts
CMCTP,Creative Media & Community Trust Corporation Series L Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
CME,CME Group Inc. Class A Common Stock,United States,Finance,Investment Bankers/Brokers/Service
CMLS,Cumulus Media Inc. Class A Common Stock,United States,Consumer Discretionary,Broadcasting
CMMB,Chemomab Therapeutics Ltd. American Depositary Share,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
CMND,Clearmind Medicine Inc. Common Shares,Canada,Health Care,Pharmaceuticals and Biotechnology
CMPO,CompoSecure Inc. Class A Common Stock,United States,Industrials,Metal Fabrications
CMPOW,CompoSecure Inc. Warrant,United States,Industrials,Metal Fabrications
CMPR,Cimpress plc Ordinary Shares (Ireland),Netherlands,Consumer Discretionary,Recreational Games/Products/Toys
CMPS,COMPASS Pathways Plc American Depository Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
CMPX,Compass Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CMRA,Comera Life Sciences Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CMRAW,Comera Life Sciences Holdings Inc. Warrant,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CMRX,Chimerix Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CMTL,Comtech Telecommunications Corp. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
CNCE,Concert Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CNDT,Conduent Incorporated Common Stock ,United States,Technology,Retail: Computer Software & Peripheral Equipment
CNET,ZW Data Action Technologies Inc. Common Stock,China,Consumer Discretionary,Advertising
CNEY,CN Energy Group Inc. Class A Ordinary Shares,China,Industrials,Major Chemicals
CNFR,Conifer Holdings Inc. Common Stock,United States,Finance,Property-Casualty Insurers
CNFRL,Conifer Holdings Inc. 6.75% Senior Unsecured Notes due 2023,United States,Finance,Property-Casualty Insurers
CNGL,Canna-Global Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
CNGLW,Canna-Global Acquisition Corp Warrant,United States,Industrials,Consumer Electronics/Appliances
CNNB,Cincinnati Bancorp Inc. Common Stock,United States,Finance,Commercial Banks
CNOB,ConnectOne Bancorp Inc. Common Stock,United States,Finance,Major Banks
CNOBP,ConnectOne Bancorp Inc. Depositary Shares each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
CNSL,Consolidated Communications Holdings Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
CNSP,CNS Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CNTA,Centessa Pharmaceuticals plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
CNTB,Connect Biopharma Holdings Limited American Depositary Shares,China,Health Care,Biotechnology: Pharmaceutical Preparations
CNTG,Centogene N.V. Common Shares,Germany,Health Care,Medical Specialities
CNTX,Context Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CNTY,Century Casinos Inc. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
CNXA,Connexa Sports Technologies Inc. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
CNXC,Concentrix Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
CNXN,PC Connection Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
COCO,The Vita Coco Company Inc. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
COCP,Cocrystal Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CODA,Coda Octopus Group Inc. Common stock,United States,Industrials,Industrial Machinery/Components
CODX,Co-Diagnostics Inc. Common Stock,United States,Health Care,Medical Specialities
COEP,Coeptis Therapeutics Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
COEPW,Coeptis Therapeutics Holdings Inc. Warrants,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
COFS,ChoiceOne Financial Services Inc. Common Stock,United States,Finance,Major Banks
COGT,Cogent Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
COHR,Coherent Corp. Common Stock,United States,Industrials,Industrial Machinery/Components
COHU,Cohu Inc. Common Stock,United States,Industrials,Electrical Products
COIN,Coinbase Global Inc. Class A Common Stock,United States,Technology,EDP Services
COKE,Coca-Cola Consolidated Inc. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
COLB,Columbia Banking System Inc. Common Stock,United States,Finance,Major Banks
COLL,Collegium Pharmaceutical Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
COLM,Columbia Sportswear Company Common Stock,United States,Consumer Discretionary,Apparel
COMM,CommScope Holding Company Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
COMS,ComSovereign Holding Corp. Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
COMSP,ComSovereign Holding Corp. 9.25% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,Consumer Discretionary,Telecommunications Equipment
COMSW,ComSovereign Holding Corp. Warrants,United States,Consumer Discretionary,Telecommunications Equipment
CONN,Conn's Inc. Common Stock,United States,Consumer Discretionary,Consumer Electronics/Video Chains
CONX,CONX Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
CONXU,CONX Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
CONXW,CONX Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
COOL,Corner Growth Acquisition Corp. Class A Ordinary Shares,United States,Finance,Business Services
COOLU,Corner Growth Acquisition Corp. Unit,United States,Finance,Business Services
COOLW,Corner Growth Acquisition Corp. Warrant,United States,Finance,Business Services
COOP,Mr. Cooper Group Inc. Common Stock,United States,Finance,Finance: Consumer Services
CORT,Corcept Therapeutics Incorporated Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CORZ,Core Scientific Inc. Common Stock,United States,Technology,EDP Services
CORZW,Core Scientific Inc. Warrant,United States,Technology,EDP Services
COSM,Cosmos Health Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
COST,Costco Wholesale Corporation Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
COUP,Coupa Software Incorporated Common Stock,United States,Technology,Computer Software: Prepackaged Software
COWN,Cowen Inc. Class A Common Stock,United States,Finance,Investment Bankers/Brokers/Service
COWNL,Cowen Inc. 7.75% Senior Notes due 2033,United States,Finance,Investment Bankers/Brokers/Service
COYA,Coya Therapeutics Inc. Common Stock,United States,,
CPAAW,Conyers Park III Acquisition Corp. Warrants,United States,Industrials,Consumer Electronics/Appliances
CPAQ,Counter Press Acquisition Corporation Class A Ordinary Share,United States,Finance,Business Services
CPAQU,Counter Press Acquisition Corporation Unit,United States,Finance,Business Services
CPAQW,Counter Press Acquisition Corporation Warrant,United States,Finance,Business Services
CPAR,Catalyst Partners Acquisition Corp. Class A Ordinary Share,United States,,
CPARU,Catalyst Partners Acquisition Corp. Unit,United States,,
CPARW,Catalyst Partners Acquisition Corp. Warrant,United States,,
CPHC,Canterbury Park Holding Corporation 'New' Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
CPIX,Cumberland Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CPLP,Capital Product Partners L.P. Common Units,Greece,Consumer Discretionary,Marine Transportation
CPOP,Pop Culture Group Co. Ltd Class A Ordinary Shares,China,Consumer Discretionary,Services-Misc. Amusement & Recreation
CPRT,Copart Inc. (DE) Common Stock,United States,Consumer Discretionary,Other Specialty Stores
CPRX,Catalyst Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CPSH,CPS Technologies Corp. Common Stock,United States,,
CPSI,Computer Programs and Systems Inc. Common Stock,United States,Technology,EDP Services
CPSS,Consumer Portfolio Services Inc. Common Stock,United States,Finance,Diversified Financial Services
CPTN,Cepton Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
CPTNW,Cepton Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software
CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
CRAI,CRA International Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CRBU,Caribou Biosciences Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
CRCT,Cricut Inc. Class A Common Stock,United States,Industrials,Wholesale Distributors
CRDF,Cardiff Oncology Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRDL,Cardiol Therapeutics Inc. Class A Common Shares,Canada,Health Care,Pharmaceuticals and Biotechnology
CRDO,Credo Technology Group Holding Ltd Ordinary Shares,United States,Technology,Semiconductors
CREC,Crescera Capital Acquisition Corp Class A Ordinary Shares,Brazil,Finance,Business Services
CRECU,Crescera Capital Acquisition Corp Unit,Brazil,Finance,Business Services
CRECW,Crescera Capital Acquisition Corp Warrant,Brazil,Finance,Business Services
CREG,Smart Powerr Corp. Common Stock,China,Utilities,Power Generation
CRESW,Cresud S.A.C.I.F. y A. Warrant,Argentina,Finance,Real Estate
CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares,Argentina,Finance,Real Estate
CREX,Creative Realities Inc. Common Stock,United States,Technology,EDP Services
CREXW,Creative Realities Inc. Warrant,United States,Technology,EDP Services
CRGE,Charge Enterprises Inc. Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
CRIS,Curis Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRKN,Crown Electrokinetics Corp. Common Stock,United States,,
CRMD,CorMedix Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CRMT,America's Car-Mart Inc Common Stock,United States,Consumer Discretionary,Other Specialty Stores
CRNC,Cerence Inc. Common Stock,United States,Technology,EDP Services
CRNT,Ceragon Networks Ltd. Ordinary Shares,Israel,Technology,Radio And Television Broadcasting And Communications Equipment
CRNX,Crinetics Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CRON,Cronos Group Inc. Common Share,Canada,Health Care,Pharmaceuticals and Biotechnology
CROX,Crocs Inc. Common Stock,United States,Consumer Discretionary,Shoe Manufacturing
CRSP,CRISPR Therapeutics AG Common Shares,Switzerland,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRSR,Corsair Gaming Inc. Common Stock,United States,Technology,Computer Manufacturing
CRTO,Criteo S.A. American Depositary Shares,France,Consumer Discretionary,Advertising
CRUS,Cirrus Logic Inc. Common Stock,United States,Technology,Semiconductors
CRVL,CorVel Corp. Common Stock,United States,Finance,Specialty Insurers
CRVS,Corvus Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,United States,Technology,EDP Services
CRWS,Crown Crafts Inc Common Stock,United States,,
CRZN,Corazon Capital V838 Monoceros Corp Class A Ordinary Shares,United States,Finance,Business Services
CSBR,Champions Oncology Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CSCO,Cisco Systems Inc. Common Stock (DE),United States,Telecommunications,Computer Communications Equipment
CSGP,CoStar Group Inc. Common Stock,United States,Finance,Real Estate
CSGS,CSG Systems International Inc. Common Stock,United States,Technology,EDP Services
CSII,Cardiovascular Systems Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
CSIQ,Canadian Solar Inc. Common Shares (ON),Canada,,
CSLM,Consilium Acquisition Corp I Ltd. Class A Ordinary Share,United States,Finance,Business Services
CSLMR,Consilium Acquisition Corp I Ltd. Right,United States,Finance,Business Services
CSLMW,Consilium Acquisition Corp I Ltd. Warrant,United States,Finance,Business Services
CSPI,CSP Inc. Common Stock,United States,Technology,EDP Services
CSQ,Calamos Strategic Total Return Common Stock,United States,Finance,Finance Companies
CSSE,Chicken Soup for the Soul Entertainment Inc. Class A Common Stock,United States,Consumer Discretionary,Movies/Entertainment
CSSEL,Chicken Soup for the Soul Entertainment Inc. Warrant,United States,Consumer Discretionary,Movies/Entertainment
CSSEN,Chicken Soup for the Soul Entertainment Inc. 9.50% Notes due 2025,United States,Consumer Discretionary,Movies/Entertainment
CSSEP,Chicken Soup for the Soul Entertainment Inc. 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,Consumer Discretionary,Movies/Entertainment
CSTE,Caesarstone Ltd. Ordinary Shares,Israel,Industrials,Building Materials
CSTL,Castle Biosciences Inc. Common Stock,United States,Health Care,Medical Specialities
CSTR,CapStar Financial Holdings Inc. Common Stock,United States,Finance,Major Banks
CSWC,Capital Southwest Corporation Common Stock,United States,Finance,Finance/Investors Services
CSWI,CSW Industrials Inc. Common Stock,United States,Industrials,Home Furnishings
CSX,CSX Corporation Common Stock,United States,Industrials,Railroads
CTAQ,Carney Technology Acquisition Corp. II Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
CTAQU,Carney Technology Acquisition Corp. II Units,United States,Industrials,Consumer Electronics/Appliances
CTAQW,Carney Technology Acquisition Corp. II Warrant,United States,Industrials,Consumer Electronics/Appliances
CTAS,Cintas Corporation Common Stock,United States,Consumer Discretionary,Business Services
CTBI,Community Trust Bancorp Inc. Common Stock,United States,Finance,Major Banks
CTG,Computer Task Group Inc. Common Stock,United States,Technology,EDP Services
CTHR,Charles & Colvard Ltd Common Stock,United States,Consumer Discretionary,Consumer Specialties
CTIB,Yunhong CTI Ltd. Common Stock,United States,Miscellaneous,Diversified Commercial Services
CTIC,CTI BioPharma Corp. (DE) Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CTKB,Cytek Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CTLP,Cantaloupe Inc. Common Stock,United States,Technology,EDP Services
CTMX,CytomX Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CTRM,Castor Maritime Inc. Common Shares,Cyprus,Consumer Discretionary,Marine Transportation
CTRN,Citi Trends Inc. Common Stock,United States,,
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,United States,Technology,EDP Services
CTSO,Cytosorbents Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
CTXR,Citius Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CUBA,Herzfeld Caribbean Basin Fund Inc. (The) Common Stock,United States,Finance,Investment Managers
CUE,Cue Biopharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CUEN,Cuentas Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
CUENW,Cuentas Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software
CULL,Cullman Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
CURI,CuriosityStream Inc. Class A Common Stock,United States,Industrials,Broadcasting
CURIW,CuriosityStream Inc. Warrant,United States,Industrials,Broadcasting
CUTR,Cutera Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CVAC,CureVac N.V. Ordinary Shares,Germany,Health Care,Biotechnology: Pharmaceutical Preparations
CVBF,CVB Financial Corporation Common Stock,United States,Finance,Major Banks
CVCO,Cavco Industries Inc. Common Stock When Issued,United States,Consumer Discretionary,Homebuilding
CVCY,Central Valley Community Bancorp Common Stock,United States,Finance,Major Banks
CVGI,Commercial Vehicle Group Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
CVGW,Calavo Growers Inc. Common Stock,United States,Consumer Discretionary,Specialty Foods
CVLG,Covenant Logistics Group Inc. Class A Common Stock,United States,Industrials,Trucking Freight/Courier Services
CVLT,Commvault Systems Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
CVLY,Codorus Valley Bancorp Inc Common Stock,United States,Finance,Savings Institutions
CVRX,CVRx Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CVT,Cvent Holding Corp. Common Stock,United States,Technology,Computer Software: Prepackaged Software
CVV,CVD Equipment Corporation Common Stock,United States,Technology,Industrial Machinery/Components
CWBC,Community West Bancshares Common Stock,United States,Finance,Major Banks
CWBR,CohBar Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,Cayman Islands,Utilities,Water Supply
CWST,Casella Waste Systems Inc. Class A Common Stock,United States,Utilities,Environmental Services
CXDO,Crexendo Inc. Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
CYAD,Celyad Oncology SA American Depositary Shares,Belgium,Health Care,Biotechnology: Pharmaceutical Preparations
CYAN,Cyanotech Corporation Common Stock,United States,Consumer Staples,Farming/Seeds/Milling
CYBR,CyberArk Software Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
CYCC,Cyclacel Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CYCCP,Cyclacel Pharmaceuticals Inc. 6% Convertible Preferred Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CYCN,Cyclerion Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CYN,Cyngn Inc. Common Stock,United States,Technology,EDP Services
CYRN,CYREN Ltd. Ordinary Shares,United States,Technology,Computer Software: Prepackaged Software
CYRX,CryoPort Inc. Common Stock,United States,,
CYT,Cyteir Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CYTH,Cyclo Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CYTHW,Cyclo Therapeutics Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CYTK,Cytokinetics Incorporated Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CYTO,Altamira Therapeutics Ltd. 0.2 Common Shares (Bermuda),Bermuda,Health Care,Biotechnology: Pharmaceutical Preparations
CYXT,Cyxtera Technologies Inc. Class A Common Stock,United States,Technology,EDP Services
CZFS,Citizens Financial Services Inc. Common Stock,United States,Finance,Major Banks
CZNC,Citizens & Northern Corp Common Stock,United States,Finance,Major Banks
CZR,Caesars Entertainment Inc. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
CZWI,Citizens Community Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
DADA,Dada Nexus Limited American Depositary Shares,China,Consumer Discretionary,Department/Specialty Retail Stores
DAIO,Data I/O Corporation Common Stock,United States,Technology,Industrial Machinery/Components
DAKT,Daktronics Inc. Common Stock,United States,Industrials,Office Equipment/Supplies/Services
DALN,DallasNews Corporation Series A Common Stock,United States,Consumer Discretionary,Newspapers/Magazines
DALS,DA32 Life Science Tech Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
DARE,Dare Bioscience Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DATS,DatChat Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
DATSW,DatChat Inc. Series A Warrant,United States,Technology,Computer Software: Prepackaged Software
DAVE,Dave Inc. Class A Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
DAVEW,Dave Inc. Warrants,United States,Technology,Retail: Computer Software & Peripheral Equipment
DAWN,Day One Biopharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DBGI,Digital Brands Group Inc. Common Stock,United States,Consumer Discretionary,Apparel
DBGIW,Digital Brands Group Inc. Warrant,United States,Consumer Discretionary,Apparel
DBTX,Decibel Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DBVT,DBV Technologies S.A. American Depositary Shares,France,Health Care,Biotechnology: Pharmaceutical Preparations
DBX,Dropbox Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
DCBO,Docebo Inc. Common Shares,Canada,,
DCFC,Tritium DCFC Limited Ordinary Shares,Australia,Technology,Electronic Components
DCFCW,Tritium DCFC Limited Warrant,Australia,Technology,Electronic Components
DCGO,DocGo Inc. Common Stock,United States,Health Care,Managed Health Care
DCOM,Dime Community Bancshares Inc. Common Stock,United States,Finance,Savings Institutions
DCOMP,Dime Community Bancshares Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Savings Institutions
DCPH,Deciphera Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DCRD,Decarbonization Plus Acquisition Corporation IV Class A Ordinary Share,United States,Finance,Business Services
DCRDU,Decarbonization Plus Acquisition Corporation IV Unit,United States,Finance,Business Services
DCRDW,Decarbonization Plus Acquisition Corporation IV Warrant,United States,Finance,Business Services
DCT,Duck Creek Technologies Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
DCTH,Delcath Systems Inc. Common Stock,United States,Health Care,Medical Specialities
DDI,DoubleDown Interactive Co. Ltd. American Depository Shares,South Korea,Technology,EDP Services
DDOG,Datadog Inc. Class A Common Stock,United States,Technology,EDP Services
