Symbol,Name,Country,Sector,Industry
EM,Smart Share Global Limited American Depositary Shares,China,Consumer Discretionary,Other Consumer Services
EMBC,Embecta Corp. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
EMBK,Embark Technology Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
EMBKW,Embark Technology Inc. Warrants,United States,Technology,Computer Software: Prepackaged Software
EMCF,Emclaire Financial Corp Common Stock,United States,Finance,Major Banks
EMCG,Embrace Change Acquisition Corp Ordinary Shares,United States,Finance,Business Services
EMCGU,Embrace Change Acquisition Corp Unit,United States,Finance,Business Services
EMCGW,Embrace Change Acquisition Corp Warrants,United States,Finance,Business Services
EMKR,EMCORE Corporation Common Stock,United States,Technology,Semiconductors
EML,Eastern Company (The) Common Stock,United States,Industrials,Industrial Specialties
EMLD,FTAC Emerald Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
EMLDU,FTAC Emerald Acquisition Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
EMLDW,FTAC Emerald Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
ENCP,Energem Corp Class A Ordinary Shares,Malaysia,Energy,Industrial Machinery/Components
ENER,Accretion Acquisition Corp. Common Stock,United States,Industrials,Consumer Electronics/Appliances
ENERR,Accretion Acquisition Corp. Right,United States,Finance,Business Services
ENERW,Accretion Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
ENG,ENGlobal Corporation Common Stock,United States,Consumer Discretionary,Military/Government/Technical
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
ENOB,Enochian Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ENPH,Enphase Energy Inc. Common Stock,United States,Technology,Electrical Products
ENSC,Ensysce Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ENSG,The Ensign Group Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
ENTA,Enanta Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ENTF,Enterprise 4.0 Technology Acquisition Corp. Class A Ordinary Shares,United States,Finance,Business Services
ENTFU,Enterprise 4.0 Technology Acquisition Corp. Unit,United States,Finance,Business Services
ENTFW,Enterprise 4.0 Technology Acquisition Corp. Warrant,United States,Finance,Business Services
ENTG,Entegris Inc. Common Stock,United States,Technology,Semiconductors
ENTX,Entera Bio Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENTXW,Entera Bio Ltd. Warrant,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENVB,Enveric Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ENVX,Enovix Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
EOLS,Evolus Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,United States,Technology,Electronic Components
EOSEW,Eos Energy Enterprises Inc. Warrant,United States,Technology,Electronic Components
EPHY,Epiphany Technology Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
EPHYU,Epiphany Technology Acquisition Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
EPHYW,Epiphany Technology Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
EPIX,ESSA Pharma Inc. Common Stock,Canada,Health Care,Pharmaceuticals and Biotechnology
EPOW,Sunrise New Energy Co. Ltd Ordinary Shares,China,Consumer Discretionary,Business Services
EPSN,Epsilon Energy Ltd. Common Share,United States,,
EQ,Equillium Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EQBK,Equity Bancshares Inc. Class A Common Stock,United States,Finance,Finance: Consumer Services
EQIX,Equinix Inc. Common Stock REIT,United States,Real Estate,Real Estate Investment Trusts
EQRX,EQRx Inc.  Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EQRXW,EQRx Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ERAS,Erasca Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ERES,East Resources Acquisition Company Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
ERESU,East Resources Acquisition Company Unit,United States,Industrials,Consumer Electronics/Appliances
ERESW,East Resources Acquisition Company Warrant,United States,Industrials,Consumer Electronics/Appliances
ERIC,Ericsson American Depositary Shares,Sweden,Technology,Computer Software: Prepackaged Software
ERIE,Erie Indemnity Company Class A Common Stock,United States,Finance,Specialty Insurers
ERII,Energy Recovery Inc. Common Stock,United States,Technology,Industrial Machinery/Components
ERNA,Eterna Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ERYP,Erytech Pharma S.A. American Depositary Shares,France,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ESAC,ESGEN Acquisition Corporation Class A Ordinary Shares,United States,Finance,Business Services
ESACU,ESGEN Acquisition Corporation Unit,United States,Finance,Business Services
ESCA,Escalade Incorporated Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),Greece,Consumer Discretionary,Marine Transportation
ESGR,Enstar Group Limited Ordinary Shares,Bermuda,Finance,Property-Casualty Insurers
ESGRO,Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E,Bermuda,Finance,Property-Casualty Insurers
ESGRP,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,Bermuda,Finance,Property-Casualty Insurers
ESLT,Elbit Systems Ltd. Ordinary Shares,Israel,Industrials,Military/Government/Technical
ESOA,Energy Services of America Corporation Common Stock,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
ESPR,Esperion Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ESQ,Esquire Financial Holdings Inc. Common Stock,United States,Finance,Commercial Banks
ESSA,ESSA Bancorp Inc. Common Stock,United States,Finance,Banks
ESTA,Establishment Labs Holdings Inc. Common Shares,Costa Rica,Health Care,Industrial Specialties
ETNB,89bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ETON,Eton Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ETSY,Etsy Inc. Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
EUCR,Eucrates Biomedical Acquisition Corp. Ordinary Shares,United States,Finance,Business Services
EUCRU,Eucrates Biomedical Acquisition Corp. Unit,United States,Finance,Business Services
EUCRW,Eucrates Biomedical Acquisition Corp. Warrant,United States,Finance,Business Services
EUDA,EUDA Health Holdings Limited Ordinary Shares,Singapore,Finance,Business Services
EUDAW,EUDA Health Holdings Limited Warrant,Singapore,,
EVAX,Evaxion Biotech A/S American Depositary Share,Denmark,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EVBG,Everbridge Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
EVCM,EverCommerce Inc. Common Stock,United States,Technology,EDP Services
EVER,EverQuote Inc. Class A Common Stock,United States,Technology,EDP Services
EVGN,Evogene Ltd Ordinary Shares,Israel,Industrials,Agricultural Chemicals
EVGO,EVgo Inc. Class A Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
EVGOW,EVgo Inc. Warrants,United States,Consumer Discretionary,Catalog/Specialty Distribution
EVGR,Evergreen Corporation Class A Ordinary Share,Malaysia,Finance,Business Services
EVLO,Evelo Biosciences Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,United States,Technology,Security Systems Services
EVLVW,Evolv Technologies Holdings Inc. Warrant,United States,Technology,Security Systems Services
EVO,Evotec SE American Depositary Shares,Germany,Health Care,Biotechnology: Pharmaceutical Preparations
EVOJ,Evo Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
EVOJU,Evo Acquisition Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
EVOJW,Evo Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
EVOK,Evoke Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EVOP,EVO Payments Inc. Class A Common Stock,United States,Technology,EDP Services
EVRG,Evergy Inc. Common Stock,United States,Utilities,Power Generation
EVTV,Envirotech Vehicles Inc. Common Stock,United States,Consumer Discretionary,Auto Manufacturing
EWBC,East West Bancorp Inc. Common Stock,United States,Finance,Commercial Banks
EWCZ,European Wax Center Inc. Class A Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
EWTX,Edgewise Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EXAI,Exscientia Plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EXAS,Exact Sciences Corporation Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXC,Exelon Corporation Common Stock,United States,Utilities,Power Generation
EXEL,Exelixis Inc. Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFY,Expensify Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
EXLS,ExlService Holdings Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
EXPD,Expeditors International of Washington Inc. Common Stock,United States,Consumer Discretionary,Oil Refining/Marketing
EXPE,Expedia Group Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
EXPI,eXp World Holdings Inc. Common Stock,United States,Finance,Real Estate
EXPO,Exponent Inc. Common Stock,United States,Consumer Discretionary,Professional Services
EXTR,Extreme Networks Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
EYE,National Vision Holdings Inc. Common Stock,United States,Health Care,Ophthalmic Goods
EYEN,Eyenovia Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EZFL,EzFill Holdings Inc. Common Stock,United States,Technology,EDP Services
EZGO,EZGO Technologies Ltd. Ordinary Shares,China,Consumer Discretionary,Motor Vehicles
EZPW,EZCORP Inc. Class A Non Voting Common Stock,United States,Miscellaneous,Diversified Commercial Services
FA,First Advantage Corporation Common Stock,United States,Consumer Discretionary,Business Services
FAMI,Farmmi Inc. Ordinary Shares,China,Consumer Staples,Packaged Foods
FANG,Diamondback Energy Inc. Common Stock,United States,Energy,Oil & Gas Production
FANH,Fanhua Inc. American Depositary Shares,China,Finance,Specialty Insurers
FARM,Farmer Brothers Company Common Stock,United States,Consumer Staples,Specialty Foods
FARO,FARO Technologies Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
FAST,Fastenal Company Common Stock,United States,Basic Materials,Construction Materials
FAT,FAT Brands Inc. Class A Common Stock,United States,Consumer Discretionary,Restaurants
FATBB,FAT Brands Inc. Class B Common Stock,United States,Consumer Discretionary,Restaurants
FATBP,FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock,United States,Consumer Discretionary,Restaurants
FATBW,FAT Brands Inc. Warrant,United States,Consumer Discretionary,Restaurants
FATE,Fate Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FATP,Fat Projects Acquisition Corp Class A Ordinary Share,Singapore,Consumer Discretionary,Restaurants
FATPU,Fat Projects Acquisition Corp Unit,Singapore,Consumer Discretionary,Restaurants
FATPW,Fat Projects Acquisition Corp Warrant,Singapore,Consumer Discretionary,Restaurants
FAZE,FaZe Holdings Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
FAZEW,FaZe Holdings Inc. Warrant,United States,Industrials,Industrial Machinery/Components
FBIO,Fortress Biotech Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FBIOP,Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FBIZ,First Business Financial Services Inc. Common Stock,United States,Finance,Major Banks
FBMS,First Bancshares Inc.,United States,Finance,Major Banks
FBNC,First Bancorp Common Stock,United States,Finance,Major Banks
FBRX,Forte Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FCAP,First Capital Inc. Common Stock,United States,Finance,Savings Institutions
FCBC,First Community Bankshares Inc. (VA) Common Stock,United States,Finance,Major Banks
FCCO,First Community Corporation Common Stock,United States,Finance,Major Banks
FCEL,FuelCell Energy Inc. Common Stock,United States,Utilities,Electric Utilities: Central
FCFS,FirstCash Holdings Inc. Common Stock,United States,Miscellaneous,Diversified Commercial Services
FCNCA,First Citizens BancShares Inc. Class A Common Stock,United States,Finance,Major Banks
FCNCO,First Citizens BancShares Inc. 5.625% Non-Cumulative Perpetual Preferred Stock Series C,United States,Finance,Major Banks
FCNCP,First Citizens BancShares Inc. Depositary Shares,United States,Finance,Major Banks
FCRD,First Eagle Alternative Capital BDC Inc. Common Stock,United States,Finance,Finance/Investors Services
FCUV,Focus Universal Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
FDBC,Fidelity D & D Bancorp Inc. Common Stock,United States,Finance,Major Banks
FDMT,4D Molecular Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FDUS,Fidus Investment Corporation Common Stock,United States,Finance,Finance/Investors Services
FEAM,5E Advanced Materials Inc. Common Stock,United States,Industrials,Major Chemicals
FEIM,Frequency Electronics Inc. Common Stock,United States,Industrials,Electrical Products
FELE,Franklin Electric Co. Inc. Common Stock,United States,Consumer Discretionary,Metal Fabrications
FEMY,Femasys Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
FENC,Fennec Pharmaceuticals Inc. Common Stock,United States,Health Care,Pharmaceuticals and Biotechnology
FEXD,Fintech Ecosystem Development Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
FEXDR,Fintech Ecosystem Development Corp. Right,United States,Finance,Business Services
FEXDU,Fintech Ecosystem Development Corp. Units,United States,Industrials,Consumer Electronics/Appliances
FFBC,First Financial Bancorp. Common Stock,United States,Finance,Major Banks
FFBW,FFBW Inc. Common Stock (MD),United States,Finance,Major Banks
FFIC,Flushing Financial Corporation Common Stock,United States,Finance,Major Banks
FFIE,Faraday Future Intelligent Electric Inc. Common Stock,United States,Consumer Discretionary,Auto Manufacturing
FFIEW,Faraday Future Intelligent Electric Inc. Warrant,United States,Consumer Discretionary,Auto Manufacturing
FFIN,First Financial Bankshares Inc. Common Stock,United States,Finance,Major Banks
FFIV,F5 Inc. Common Stock,United States,Technology,EDP Services
FFNW,First Financial Northwest Inc. Common Stock,United States,Finance,Banks
FFWM,First Foundation Inc. Common Stock,United States,Finance,Major Banks
FGBI,First Guaranty Bancshares Inc. Common Stock,United States,Finance,Major Banks
FGBIP,First Guaranty Bancshares Inc. 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,United States,Finance,Major Banks
FGEN,FibroGen Inc Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FGF,FG Financial Group Inc. Common Stock (NV),United States,Finance,Property-Casualty Insurers
FGFPP,FG Financial Group Inc. 8.00% Cumulative Preferred Stock,United States,Finance,Property-Casualty Insurers
FGI,FGI Industries Ltd. Ordinary Shares,United States,Finance,Finance Companies
FGIWW,FGI Industries Ltd. Warrant,United States,Finance,Finance Companies
FGMC,FG Merger Corp. Common Stock,United States,Industrials,Consumer Electronics/Appliances
FGMCU,FG Merger Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
FHB,First Hawaiian Inc. Common Stock,United States,Finance,Major Banks
FHLTW,Future Health ESG Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
FHTX,Foghorn Therapeutics Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
FIAC,Focus Impact Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
FIACU,Focus Impact Acquisition Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
FIACW,Focus Impact Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
FIBK,First Interstate BancSystem Inc. Class A Common Stock,United States,Finance,Major Banks
FICV,Frontier Investment Corp Class A Ordinary Shares,United States,Finance,Business Services
FICVW,Frontier Investment Corp Warrants,United States,Finance,Business Services
FINM,Marlin Technology Corporation Class A Ordinary Share,United States,Finance,Business Services
FINMU,Marlin Technology Corporation Unit,United States,Finance,Business Services
FINMW,Marlin Technology Corporation Warrant,United States,Finance,Business Services
FINW,FinWise Bancorp Common Stock,United States,Finance,Commercial Banks
FIP,FTAI Infrastructure Inc. Common Stock ,United States,Industrials,Consumer Electronics/Appliances
FISI,Financial Institutions Inc. Common Stock,United States,Finance,Major Banks
FISV,Fiserv Inc. Common Stock,United States,Consumer Discretionary,Business Services
FITB,Fifth Third Bancorp Common Stock,United States,Finance,Major Banks
FITBI,Fifth Third Bancorp Depositary Shares,United States,Finance,Major Banks
FITBO,Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K,United States,Finance,Major Banks
FITBP,Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock Series A,United States,Finance,Major Banks
FIVE,Five Below Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
FIVN,Five9 Inc. Common Stock,United States,Technology,EDP Services
FIXX,Homology Medicines Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FIZZ,National Beverage Corp. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
FKWL,Franklin Wireless Corp. Common Stock,United States,Utilities,Telecommunications Equipment
FLEX,Flex Ltd. Ordinary Shares,Singapore,Technology,Electrical Products
FLFV,Feutune Light Acquisition Corporation Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
FLFVR,Feutune Light Acquisition Corporation Right,United States,Finance,Business Services
FLFVW,Feutune Light Acquisition Corporation Warrant,United States,Industrials,Consumer Electronics/Appliances
FLGC,Flora Growth Corp. Common Stock,Canada,Health Care,Pharmaceuticals and Biotechnology
FLGT,Fulgent Genetics Inc. Common Stock,United States,Health Care,Medical Specialities
FLIC,First of Long Island Corporation (The) Common Stock,United States,Finance,Major Banks
FLJ,FLJ Group Limited American Depositary Shares,China,Finance,Real Estate
FLL,Full House Resorts Inc. Common Stock,United States,Consumer Discretionary,Movies/Entertainment
FLNC,Fluence Energy Inc. Class A Common Stock,United States,Utilities,Power Generation
FLNT,Fluent Inc. Common Stock,United States,Consumer Discretionary,EDP Services
FLUX,Flux Power Holdings Inc. Common Stock,United States,Industrials,Electrical Products
FLWS,1-800-FLOWERS.COM Inc. Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
FLXS,Flexsteel Industries Inc. Common Stock,United States,Consumer Discretionary,Home Furnishings
FLYW,Flywire Corporation Voting Common Stock,United States,Technology,EDP Services
FMAO,Farmers & Merchants Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
FMBH,First Mid Bancshares Inc. Common Stock,United States,Finance,Major Banks
FMIV,Forum Merger IV Corporation Class A Common stock,United States,Industrials,Consumer Electronics/Appliances
FMIVU,Forum Merger IV Corporation Unit,United States,Industrials,Consumer Electronics/Appliances
FMIVW,Forum Merger IV Corporation Warrant,United States,Industrials,Consumer Electronics/Appliances
FMNB,Farmers National Banc Corp. Common Stock,United States,Finance,Major Banks
FNCB,FNCB Bancorp Inc. Common Stock,United States,Finance,Major Banks
FNCH,Finch Therapeutics Group Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FNGR,FingerMotion Inc. Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
FNKO,Funko Inc. Class A Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
FNLC,First Bancorp Inc  (ME) Common Stock,United States,Finance,Major Banks
FNVT,Finnovate Acquisition Corp. Class A Ordinary Shares,Cayman Islands,Finance,Business Services
FNVTU,Finnovate Acquisition Corp. Units,Cayman Islands,Finance,Business Services
FNVTW,Finnovate Acquisition Corp. Warrants,Cayman Islands,Finance,Business Services
FNWB,First Northwest Bancorp Common Stock,United States,Finance,Banks
FNWD,Finward Bancorp Common Stock,United States,Finance,Savings Institutions
FOCS,Focus Financial Partners Inc. Class A Common Stock,United States,Finance,Investment Managers
FOLD,Amicus Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FONR,Fonar Corporation Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FORA,Forian Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
FORD,Forward Industries Inc. Common Stock,United States,,
FORM,FormFactor Inc. FormFactor Inc. Common Stock,United States,Technology,Semiconductors
FORR,Forrester Research Inc. Common Stock,United States,Consumer Discretionary,EDP Services
FORTY,Formula Systems (1985) Ltd. American Depositary Shares,Israel,Technology,EDP Services
FOSL,Fossil Group Inc. Common Stock,United States,Consumer Discretionary,Consumer Specialties
FOSLL,Fossil Group Inc. 7% Senior Notes due 2026,United States,Consumer Discretionary,Consumer Specialties
FOX,Fox Corporation Class B Common Stock,United States,Industrials,Broadcasting
FOXA,Fox Corporation Class A Common Stock,United States,Industrials,Broadcasting
FOXF,Fox Factory Holding Corp. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
FOXW,FoxWayne Enterprises Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
FOXWW,FoxWayne Enterprises Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
FPAY,FlexShopper Inc. Common Stock,United States,Consumer Discretionary,Consumer Electronics/Video Chains
FRAF,Franklin Financial Services Corporation Common Stock,United States,Finance,Major Banks
FRBA,First Bank Common Stock,United States,Finance,Major Banks
FRBK,Republic First Bancorp Inc. Common Stock,United States,Finance,Major Banks
FRBN,Forbion European Acquisition Corp. Class A Ordinary Shares,United States,Finance,Business Services
FRBNU,Forbion European Acquisition Corp. Unit,United States,Finance,Business Services
FRBNW,Forbion European Acquisition Corp. Warrants,United States,Finance,Business Services
FREE,Whole Earth Brands Inc. Class A Common Stock,United States,Miscellaneous,Home Furnishings
FREEW,Whole Earth Brands Inc. Warrant,United States,Miscellaneous,Home Furnishings
FREQ,Frequency Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FRG,Franchise Group Inc. Common Stock,United States,Miscellaneous,Diversified Commercial Services
FRGAP,Franchise Group Inc. 7.50% Series A Cumulative Perpetual Preferred Stock,United States,Miscellaneous,Diversified Commercial Services
FRGI,Fiesta Restaurant Group Inc. Common Stock,United States,Consumer Discretionary,Restaurants
FRGT,Freight Technologies Inc. Ordinary Shares,United States,Technology,EDP Services
FRHC,Freedom Holding Corp. Common Stock,Kazakhstan,Finance,Investment Bankers/Brokers/Service
FRLA,Fortune Rise Acquisition Corporation Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
FRLAU,Fortune Rise Acquisition Corporation Units,United States,Industrials,Consumer Electronics/Appliances
FRLAW,Fortune Rise Acquisition Corporation Warrant,United States,Industrials,Consumer Electronics/Appliances
FRLN,Freeline Therapeutics Holdings plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FRME,First Merchants Corporation Common Stock,United States,Finance,Major Banks
FRMEP,First Merchants Corporation Depository Shares,United States,Finance,Major Banks
FROG,JFrog Ltd. Ordinary Shares,United States,Technology,Computer Software: Prepackaged Software
FRON,Frontier Acquisition Corp. Class A Ordinary Shares,United States,Finance,Business Services
FRONU,Frontier Acquisition Corp. Units,United States,Finance,Business Services
FRONW,Frontier Acquisition Corp. Warrant,United States,Finance,Business Services
FRPH,FRP Holdings Inc. Common Stock,United States,Finance,Real Estate
FRPT,Freshpet Inc. Common Stock,United States,,
FRSG,First Reserve Sustainable Growth Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
FRSGU,First Reserve Sustainable Growth Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
FRSGW,First Reserve Sustainable Growth Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
FRSH,Freshworks Inc. Class A Common Stock,United States,Technology,EDP Services
FRST,Primis Financial Corp. Common Stock,United States,Finance,Major Banks
FRSX,Foresight Autonomous Holdings Ltd. American Depositary Shares,Israel,Technology,Computer Software: Prepackaged Software
FRTX,Fresh Tracks Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FRZA,Forza X1 Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
FSBC,Five Star Bancorp Common Stock,United States,Finance,Banks
FSBW,FS Bancorp Inc. Common Stock,United States,Finance,Banks
FSEA,First Seacoast Bancorp Common Stock,United States,Finance,Commercial Banks
FSFG,First Savings Financial Group Inc. Common Stock,United States,Finance,Major Banks
FSLR,First Solar Inc. Common Stock,United States,Technology,Semiconductors
FSRX,FinServ Acquisition Corp. II Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
FSRXU,FinServ Acquisition Corp. II Unit,United States,Industrials,Consumer Electronics/Appliances
FSRXW,FinServ Acquisition Corp. II Warrant,United States,Industrials,Consumer Electronics/Appliances
FSTR,L.B. Foster Company Common Stock,United States,Industrials,Metal Fabrications
FSTX,F-star Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FSV,FirstService Corporation Common Shares,Canada,,
FTAA,FTAC Athena Acquisition Corp. Class A Ordinary Share,United States,Finance,Business Services
FTAAU,FTAC Athena Acquisition Corp. Unit,United States,Finance,Business Services
FTAAW,FTAC Athena Acquisition Corp. Warrant,United States,Finance,Business Services
FTAI,FTAI Aviation Ltd. Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
FTAIN,FTAI Aviation Ltd. 8.25% Fixed - Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,United States,Consumer Discretionary,Diversified Commercial Services
FTAIO,FTAI Aviation Ltd. 8.00% Fixed-to-Floating Rate Series B Cumulative Perpetual Redeemable Preferred Shares,United States,Consumer Discretionary,Diversified Commercial Services
FTAIP,FTAI Aviation Ltd. 8.25% Fixed to Floating Rate Series A Cumulative Perpetual Redeemable Preferred Shares,United States,Consumer Discretionary,Diversified Commercial Services
FTCI,FTC Solar Inc. Common Stock,United States,Technology,Semiconductors
FTDR,Frontdoor Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
FTEK,Fuel Tech Inc. Common Stock,United States,Industrials,Pollution Control Equipment
FTFT,Future FinTech Group Inc. Common Stock,China,Technology,EDP Services
FTHM,Fathom Holdings Inc. Common Stock,United States,Finance,Real Estate
FTII,FutureTech II Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
FTIIU,FutureTech II Acquisition Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
FTNT,Fortinet Inc. Common Stock,United States,Technology,Security Systems Services
FTPA,FTAC Parnassus Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
FTPAU,FTAC Parnassus Acquisition Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
FTPAW,FTAC Parnassus Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
FULC,Fulcrum Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FULT,Fulton Financial Corporation Common Stock,United States,Finance,Major Banks
FULTP,Fulton Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
