Symbol,Name,Country,Sector,Industry
BZH,Beazer Homes USA Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
C,Citigroup Inc. Common Stock,United States,Finance,Major Banks
C^J,Citigroup Inc. Dep Shs Repstg 1/1000 Pfd Ser J Fixed/Fltg,United States,,
C^K,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser K,United States,,
C^N,Citigroup Capital XIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS),United States,,
CAAP,Corporacion America Airports SA Common Shares,,Consumer Discretionary,Aerospace
CABO,Cable One Inc. Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
CACI,CACI International Inc. Class A Common Stock,United States,Technology,EDP Services
CADE,Cadence Bank Common Stock,United States,Finance,Major Banks
CADE^A,Cadence Bank 5.50% Series A ,United States,,
CAE,CAE Inc. Ordinary Shares,Canada,,
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,United States,Finance,Investment Managers
CAG,ConAgra Brands Inc. Common Stock,United States,Consumer Staples,Packaged Foods
CAH,Cardinal Health Inc. Common Stock,United States,Health Care,Other Pharmaceuticals
CAJ,Canon Inc. American Depositary Shares,Japan,Consumer Discretionary,Industrial Machinery/Components
CAL,Caleres Inc. Common Stock,United States,Consumer Discretionary,Shoe Manufacturing
CALX,Calix Inc Common Stock,United States,Technology,Computer Software: Prepackaged Software
CANG,Cango Inc. American Depositary Shares  each representing two (2) Class A Ordinary Shares,,Technology,Computer Software: Prepackaged Software
CANO,Cano Health Inc. Class A Common Stock,,Health Care,Hospital/Nursing Management
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,United States,,
CARR,Carrier Global Corporation Common Stock ,,Consumer Discretionary,Wholesale Distributors
CARS,Cars.com Inc. Common Stock ,,,
CAT,Caterpillar Inc. Common Stock,United States,Industrials,Construction/Ag Equipment/Trucks
CATO,Cato Corporation (The) Class A Common Stock,United States,,
CB,Chubb Limited  Common Stock,Switzerland,Finance,Property-Casualty Insurers
CBD,Companhia Brasileira de Distribuicao American Depsitary Shares; each representing one Common Share,Brazil,Consumer Staples,Food Chains
CBH,Virtus Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
CBL,CBL & Associates Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
CBRE,CBRE Group Inc Common Stock Class A,United States,Finance,Real Estate
CBT,Cabot Corporation Common Stock,United States,Industrials,Specialty Chemicals
CBU,Community Bank System Inc. Common Stock,United States,Finance,Major Banks
CBZ,CBIZ Inc. Common Stock,United States,Consumer Discretionary,Business Services
CC,Chemours Company (The) Common Stock,United States,Industrials,Industrial Specialties
CCI,Crown Castle Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
CCJ,Cameco Corporation Common Stock,Canada,,
CCK,Crown Holdings Inc.,United States,Industrials,Containers/Packaging
CCL,Carnival Corporation Common Stock,United States,,
CCM,Concord Medical Services Holdings Limited ADS (Each represents three ordinary shares),China,Health Care,Medical/Nursing Services
CCO,Clear Channel Outdoor Holdings Inc. Common Stock,United States,Consumer Discretionary,Advertising
CCRD,CoreCard Corporation Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
CCS,Century Communities Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
CCU,Compania Cervecerias Unidas S.A. Common Stock,Chile,Consumer Staples,Beverages (Production/Distribution)
CCV,Churchill Capital Corp V Class A Common Stock,,Consumer Discretionary,Telecommunications Equipment
CCVI,Churchill Capital Corp VI Class A Common Stock,,Industrials,Consumer Electronics/Appliances
CCZ,Comcast Holdings ZONES,United States,Consumer Discretionary,Telecommunications Equipment
CDAY,Ceridian HCM Holding Inc. Common Stock,United States,Technology,EDP Services
CDE,Coeur Mining Inc. Common Stock,United States,Basic Materials,Precious Metals
CDR^B,Cedar Realty Trust Inc. 7.25% Series B Cumulative Redeemable Preferred Stock,United States,,
CDR^C,Cedar Realty Trust Inc. 6.50% Series C Cumulative Redeemable Preferred Stock,United States,,
CDRE,Cadre Holdings Inc. Common Stock,,,
CE,Celanese Corporation Celanese Corporation Common Stock,United States,Industrials,Major Chemicals
CEA,China Eastern Airlines Corporation Ltd. Common Stock,China,Consumer Discretionary,Air Freight/Delivery Services
CEE,The Central and Eastern Europe Fund Inc. (The) Common Stock,United States,Finance,Finance Companies
CEIX,CONSOL Energy Inc. Common Stock ,,,
CEM,ClearBridge MLP and Midstream Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,United States,Finance,Finance Companies
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),,Utilities,Electric Utilities: Central
CEQP,Crestwood Equity Partners LP,United States,Energy,Oilfield Services/Equipment
CEQP^,Crestwood Equity Partners LP Preferred Units representing limited partner interests,United States,,
CF,CF Industries Holdings Inc. Common Stock,United States,Industrials,Agricultural Chemicals
CFG,Citizens Financial Group Inc. Common Stock,United States,Finance,Major Banks
CFG^D,Citizens Financial Group Inc. Depositary Shares each representing a 1/40th Interest in a Share of 6.350% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D,United States,,
CFG^E,Citizens Financial Group Inc. Depositary Shares Each Representing 1/40th Interest in a Share of 5.000% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series E,United States,,
CFR,Cullen/Frost Bankers Inc. Common Stock,United States,Finance,Major Banks
CFR^B,Cullen/Frost Bankers Inc. Depositary Shares each representing a 1/40th ownership interest in a share of 4.450% non-cumulative perpetual preferred stock Series B,United States,,
CGA,China Green Agriculture Inc. Common Stock,China,Industrials,Agricultural Chemicals
CGAU,Centerra Gold Inc. Common Shares,,,
CHAA,Catcha Investment Corp. Class A Ordinary Shares,,Finance,Business Services
CHCT,Community Healthcare Trust Incorporated Common Stock,United States,Real Estate,Real Estate Investment Trusts
CHD,Church & Dwight Company Inc. Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
CHE,Chemed Corp,United States,Health Care,Medical/Nursing Services
CHGG,Chegg Inc. Common Stock,,Consumer Discretionary,Service to the Health Industry
CHH,Choice Hotels International Inc. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,,Real Estate,Real Estate Investment Trusts
CHMI^A,Cherry Hill Mortgage Investment Corporation 8.20% Series A Cumulative Redeemable Preferred Stock,,,
CHMI^B,Cherry Hill Mortgage Investment Corporation 8.250% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,,
CHN,China Fund Inc. (The) Common Stock,United States,Finance,Investment Managers
CHPT,ChargePoint Holdings Inc. Common Stock,United States,Miscellaneous,Diversified Commercial Services
CHRA,Charah Solutions Inc. Common Stock,United States,Utilities,Environmental Services
CHRB,Charah Solutions Inc. 8.50% Senior Notes due 2026,United States,Utilities,Environmental Services
CHS,Chico's FAS Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
CHT,Chunghwa Telecom Co. Ltd.,Taiwan,Telecommunications,Telecommunications Equipment
CHWY,Chewy Inc. Class A Common Stock,,Consumer Discretionary,Catalog/Specialty Distribution
CI,Cigna Corporation Common Stock,United States,Health Care,Medical Specialities
CIA,Citizens Inc. Class A Common Stock ($1.00 Par),United States,Finance,Life Insurance
CIB,BanColombia S.A. Common Stock,Colombia,Finance,Commercial Banks
CIEN,Ciena Corporation Common Stock,United States,Utilities,Telecommunications Equipment
CIF,MFS Intermediate High Income Fund Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
CIG,Comp En De Mn Cemig ADS American Depositary Shares,Brazil,Utilities,Electric Utilities: Central
CII,Blackrock Capital and Income Fund Inc.,United States,Finance,Finance Companies
CIM,Chimera Investment Corporation Common Stock,United States,Real Estate,Real Estate Investment Trusts
CIM^A,Chimera Investment Corporation 8.00% Series A Cumulative Redeemable Preferred Stock,United States,,
CIM^B,Chimera Investment Corporation 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,
CIM^C,Chimera Investment Corporation 7.75% Series C Fixed-to-Floating Rate  Cumulative Redeemable  Preferred Stock,United States,,
CIM^D,Chimera Investment Corporation 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,
CINT,CI&T Inc Class A Common Shares,,Technology,EDP Services
CIO,City Office REIT Inc. Common Stock,,Real Estate,Real Estate Investment Trusts
CIO^A,City Office REIT Inc. 6.625% Series A Cumulative Redeemable Preferred Stock,,,
CION,CION Investment Corporation Common Stock,,Finance,Finance/Investors Services
CIR,CIRCOR International Inc. Common Stock,United States,Industrials,Fluid Controls
CIVI,Civitas Resources Inc. Common Stock,United States,Energy,Oil & Gas Production
CIXX,CI Financial Corp. Common Shares,,,
CL,Colgate-Palmolive Company Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
CLAA,Colonnade Acquisition Corp. II Class A Ordinary Shares,,Finance,Business Services
CLB,Core Laboratories N.V. Common Stock,Netherlands,Energy,Oilfield Services/Equipment
CLBR,Colombier Acquisition Corp. Class A Common Stock,,Industrials,Consumer Electronics/Appliances
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts
CLDT^A,Chatham Lodging Trust (REIT) 6.625% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,
CLF,Cleveland-Cliffs Inc. Common Stock,United States,,
CLH,Clean Harbors Inc. Common Stock,United States,,
CLPR,Clipper Realty Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
CLS,Celestica Inc. Common Stock,Canada,,
CLVT,Clarivate Plc Ordinary Shares,,Technology,EDP Services
CLVT^A,Clarivate Plc 5.25% Series A Mandatory Convertible Preferred Shares,,,
CLW,Clearwater Paper Corporation Common Stock,United States,Basic Materials,Paper
CLX,Clorox Company (The) Common Stock,United States,Consumer Discretionary,Specialty Chemicals
CM,Canadian Imperial Bank of Commerce Common Stock,Canada,,
CMA,Comerica Incorporated Common Stock,United States,Finance,Major Banks
CMC,Commercial Metals Company Common Stock,United States,Industrials,Steel/Iron Ore
CMCM,Cheetah Mobile Inc. American Depositary Shares each representing fifty (50) Class A Ordinary Shares,,Technology,Computer Software: Prepackaged Software
CMG,Chipotle Mexican Grill Inc. Common Stock,United States,Consumer Discretionary,Restaurants
CMI,Cummins Inc. Common Stock,United States,Industrials,Construction/Ag Equipment/Trucks
CMP,Compass Minerals Intl Inc Common Stock,United States,Basic Materials,Other Metals and Minerals
CMRE,Costamare Inc. Common Stock $0.0001 par value,Greece,Consumer Discretionary,Marine Transportation
CMRE^B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),Greece,,
CMRE^C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands),Greece,,
CMRE^D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock,Greece,,
CMRE^E,Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock par value $0.0001,Greece,,
CMS,CMS Energy Corporation Common Stock,United States,Utilities,Power Generation
CMS^B,CMS Energy Corporation Preferred Stock,United States,,
CMS^C,CMS Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.200% Cumulative Redeemable Perpetual Preferred Stock Series C,United States,,
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,United States,Utilities,Power Generation
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,United States,Utilities,Power Generation
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,United States,Utilities,Power Generation
CMTG,Claros Mortgage Trust Inc. Common Stock,,Real Estate,Real Estate Investment Trusts
CMU,MFS Municipal Income Trust Common Stock,United States,Finance,Investment Managers
CNA,CNA Financial Corporation Common Stock,United States,Finance,Property-Casualty Insurers
CNC,Centene Corporation Common Stock,United States,Health Care,Medical Specialities
CNDA,Concord Acquisition Corp II Class A Common Stock,,Industrials,Consumer Electronics/Appliances
CNDB,Concord Acquisition Corp III Class A Common Stock,,Industrials,Consumer Electronics/Appliances
CNF,CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares,,Finance,Finance: Consumer Services
CNHI,CNH Industrial N.V. Common Shares,,Industrials,Construction/Ag Equipment/Trucks
CNI,Canadian National Railway Company Common Stock,Canada,,
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,United States,Consumer Discretionary,Movies/Entertainment
CNM,Core & Main Inc. Class A Common Stock,,Industrials,Industrial Machinery/Components
CNMD,CONMED Corporation Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CNNE,Cannae Holdings Inc. Common Stock,,Consumer Discretionary,Catalog/Specialty Distribution
CNO,CNO Financial Group Inc. Common Stock,United States,Finance,Life Insurance
CNO^A,CNO Financial Group Inc. 5.125% Subordinated Debentures due 2060,United States,,
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,United States,Utilities,Electric Utilities: Central
CNQ,Canadian Natural Resources Limited Common Stock,Canada,,
CNS,Cohen & Steers Inc Common Stock,United States,Finance,Investment Managers
CNX,CNX Resources Corporation Common Stock,United States,Energy,Oil & Gas Production
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,United States,Industrials,Consumer Electronics/Appliances
CODI^A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,United States,,
CODI^B,Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings,United States,,
CODI^C,Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares,United States,,
COE,51Talk Online Education Group American depositary shares each representing 60 Class A ordinary shares,China,Consumer Discretionary,Service to the Health Industry
COF,Capital One Financial Corporation Common Stock,United States,Finance,Finance Companies
COF^I,Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series I of the Issuer,United States,,
COF^J,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock Series J,United States,,
COF^K,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series K,United States,,
COF^L,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series L,United States,,
COF^N,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series N,United States,,
COLD,Americold Realty Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
COMP,Compass Inc. Class A Common Stock,,Technology,EDP Services
COO,The Cooper Companies Inc. Common Stock,United States,Health Care,Ophthalmic Goods
COOK,Traeger Inc. Common Stock,,Consumer Discretionary,Wholesale Distributors
COP,ConocoPhillips Common Stock,United States,Energy,Integrated oil Companies
CORR,CorEnergy Infrastructure Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
CORR^A,CorEnergy Infrastructure Trust Inc. Depositary Shares each representing a 1/100th fractional interest of a share of 7.375% Series A Cumulative Redeemable Preferred Stock,United States,,
CORS,Corsair Partnering Corporation Class A Ordinary Shares,,Finance,Business Services
COTY,Coty Inc. Class A Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
COUR,Coursera Inc. Common Stock,,Consumer Discretionary,Other Consumer Services
CP,Canadian Pacific Railway Limited Common Stock,Canada,,
CPA,Copa Holdings S.A. Copa Holdings S.A. Class A Common Stock,Panama,Consumer Discretionary,Air Freight/Delivery Services
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),Peru,Industrials,Building Materials
CPB,Campbell Soup Company Common Stock,United States,Consumer Staples,Packaged Foods
CPE,Callon Petroleum Company Common Stock,United States,Energy,Oil & Gas Production
CPF,Central Pacific Financial Corp New,United States,Finance,Major Banks
CPG,Crescent Point Energy Corporation Ordinary Shares (Canada),Canada,,
CPK,Chesapeake Utilities Corporation Common Stock,United States,Utilities,Oil & Gas Production
CPNG,Coupang Inc. Class A Common Stock,,Consumer Discretionary,Durable Goods
CPRI,Capri Holdings Limited Ordinary Shares,Hong Kong,,
CPS,Cooper-Standard Holdings Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
CPT,Camden Property Trust Common Stock,United States,Real Estate,Real Estate Investment Trusts
CPTK,Crown PropTech Acquisitions Class A Ordinary Shares,,Industrials,Wholesale Distributors
CPUH,Compute Health Acquisition Corp. Class A Common Stock,,Industrials,Consumer Electronics/Appliances
CR,Crane Holdings Co. Common Stock,United States,Industrials,Office Equipment/Supplies/Services
CRBG,Corebridge Financial Inc. Common Stock,,Finance,Finance Companies
CRC,California Resources Corporation Common Stock,,Energy,Oil & Gas Production
CRD/A,Crawford & Company,United States,,
CRD/B,Crawford & Company,United States,,
CRGY,Crescent Energy Company Class A Common Stock,,Energy,Oil & Gas Production
CRH,CRH PLC American Depositary Shares,Ireland,Industrials,Building Materials
CRI,Carter's Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
CRK,Comstock Resources Inc. Common Stock,United States,Energy,Oil & Gas Production
CRL,Charles River Laboratories International Inc. Common Stock,United States,Consumer Discretionary,EDP Services
CRM,Salesforce Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
CRS,Carpenter Technology Corporation Common Stock,United States,Industrials,Steel/Iron Ore
CRT,Cross Timbers Royalty Trust Common Stock,United States,Energy,Oil & Gas Production
CS,Credit Suisse Group American Depositary Shares,Switzerland,Finance,Investment Bankers/Brokers/Service
CSAN,Cosan S.A. ADS,,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
CSL,Carlisle Companies Incorporated Common Stock,United States,,
CSR,D/B/A Centerspace Common Stock,United States,Real Estate,Real Estate Investment Trusts
CSR^C,D/B/A Centerspace 6.625% Series C ,United States,,
CSTA,Constellation Acquisition Corp I Class A Ordinary Shares,,Finance,Business Services
CSTM,Constellium SE Ordinary Shares (France),Netherlands,Industrials,Metal Fabrications
CSV,Carriage Services Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
CTA^A,E.I. du Pont de Nemours and Company Preferred Stock,United States,,
CTA^B,E.I. du Pont de Nemours and Company Preferred Stock,United States,,
CTBB,Qwest Corporation 6.5% Notes due 2056,United States,,
CTDD,Qwest Corporation 6.75% Notes due 2057,United States,,
CTLT,Catalent Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CTO,CTO Realty Growth Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
CTO^A,CTO Realty Growth Inc. 6.375% Series A Cumulative Redeemable Preferred Stock,United States,,
CTOS,Custom Truck One Source Inc. Common Stock,Cayman Islands,Consumer Discretionary,Diversified Commercial Services
CTR,ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock,United States,Finance,Investment Managers
CTRA,Coterra Energy Inc. Common Stock,United States,Energy,Oil & Gas Production
CTRE,CareTrust REIT Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
CTS,CTS Corporation Common Stock,United States,Technology,Industrial Machinery/Components
CTV,Innovid Corp. Common Stock,,Consumer Discretionary,Advertising
CTVA,Corteva Inc. Common Stock ,,Industrials,Major Chemicals
CUBB,Customers Bancorp Inc 5.375% Subordinated Notes Due 2034,United States,Finance,Major Banks
CUBE,CubeSmart Common Shares,United States,Real Estate,Real Estate Investment Trusts
CUBI,Customers Bancorp Inc Common Stock,United States,Finance,Major Banks
CUBI^E,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series E,United States,,
CUBI^F,Customers Bancorp Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,United States,,
CUK,Carnival Plc ADS ADS,United States,,
CULP,Culp Inc. Common Stock,United States,Consumer Discretionary,Textiles
CURO,CURO Group Holdings Corp. Common Stock,,Finance,Diversified Financial Services
CURV,Torrid Holdings Inc. Common Stock,,Consumer Discretionary,Clothing/Shoe/Accessory Stores
CUZ,Cousins Properties Incorporated Common Stock,United States,Real Estate,Real Estate Investment Trusts
CVE,Cenovus Energy Inc Common Stock,Canada,,
CVEO,Civeo Corporation (Canada) Common Shares,,,
CVI,CVR Energy Inc. Common Stock,United States,Energy,Integrated oil Companies
CVII,Churchill Capital Corp VII Class A Common Stock,,Industrials,Consumer Electronics/Appliances
CVNA,Carvana Co. Class A Common Stock,United States,Consumer Discretionary,Other Specialty Stores
CVS,CVS Health Corporation Common Stock,United States,Health Care,Managed Health Care
CVX,Chevron Corporation Common Stock,United States,Energy,Integrated oil Companies
CW,Curtiss-Wright Corporation Common Stock,United States,,
CWAN,Clearwater Analytics Holdings Inc. Class A Common Stock,,Technology,Computer Software: Prepackaged Software
CWEN,Clearway Energy Inc. Class C Common Stock,United States,Utilities,Electric Utilities: Central
CWH,Camping World Holdings Inc. Class A Common Stock,United States,Consumer Discretionary,Other Specialty Stores
CWK,Cushman & Wakefield plc Ordinary Shares,,Finance,Real Estate
CWT,California Water Service Group Common Stock,United States,Utilities,Water Supply
CX,Cemex S.A.B. de C.V. Sponsored ADR,Mexico,Industrials,Building Materials
CXAC,C5 Acquisition Corporation Class A Common Stock,,Industrials,Consumer Electronics/Appliances
CXE,MFS High Income Municipal Trust Common Stock,United States,Finance,Investment Managers
CXH,MFS Investment Grade Municipal Trust Common Stock,United States,Finance,Investment Managers
CXM,Sprinklr Inc. Class A Common Stock,,Technology,Computer Software: Prepackaged Software
CXW,CoreCivic Inc. Common Stock,United States,,
CYD,China Yuchai International Limited Common Stock,Singapore,Industrials,Construction/Ag Equipment/Trucks
CYH,Community Health Systems Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
CZOO,Cazoo Group Ltd Class A Ordinary Shares,,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
D,Dominion Energy Inc. Common Stock,United States,Utilities,Electric Utilities: Central
DAC,Danaos Corporation Common Stock,Greece,Consumer Discretionary,Marine Transportation
DAL,Delta Air Lines Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
DAN,Dana Incorporated Common Stock ,United States,Consumer Discretionary,Auto Parts:O.E.M.
DAO,Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share,,Real Estate,Other Consumer Services
DAR,Darling Ingredients Inc. Common Stock,United States,Consumer Staples,Farming/Seeds/Milling
DASH,DoorDash Inc. Class A Common Stock,,Industrials,Industrial Machinery/Components
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),United States,Technology,EDP Services
DB,Deutsche Bank AG Common Stock,Germany,Finance,Commercial Banks
DBD,Diebold Nixdorf Incorporated Common Stock,United States,Technology,EDP Services
DBI,Designer Brands Inc. Class A Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,United States,,
DBRG,DigitalBridge Group Inc.,United States,Real Estate,Building operators
DBRG^H,DigitalBridge Group Inc. 7.125% Series H ,United States,,
DBRG^I,DigitalBridge Group Inc. 7.15% Series I ,United States,,
DBRG^J,DigitalBridge Group Inc. 7.125% Series J ,United States,,
DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc. Common Stock,,Finance,Finance/Investors Services
DCI,Donaldson Company Inc. Common Stock,United States,Industrials,Pollution Control Equipment
DCO,Ducommun Incorporated Common Stock,United States,Industrials,Military/Government/Technical
DCP,DCP Midstream  LP Common Units ,United States,Utilities,Natural Gas Distribution
DCP^B,DCP Midstream LP 7.875% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,United States,,
DCP^C,DCP Midstream LP 7.95% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,United States,,
DD,DuPont de Nemours Inc. Common Stock,,Consumer Discretionary,Wholesale Distributors
DDD,3D Systems Corporation Common Stock,United States,Technology,Computer peripheral equipment
DDF,Delaware Investments Dividend & Income Fund Inc. Common Stock,United States,Finance,Finance/Investors Services
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),,Consumer Discretionary,Catalog/Specialty Distribution
DDS,Dillard's Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
DDT,Dillard's Capital Trust I,United States,Consumer Discretionary,Department/Specialty Retail Stores
DE,Deere & Company Common Stock,United States,Industrials,Industrial Machinery/Components
DEA,Easterly Government Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
DECK,Deckers Outdoor Corporation Common Stock,United States,Consumer Discretionary,Shoe Manufacturing
DEI,Douglas Emmett Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
DELL,Dell Technologies Inc. Class C Common Stock ,,Technology,Computer Manufacturing
DEN,Denbury Inc. Common Stock,,Energy,Oil & Gas Production
DEO,Diageo plc Common Stock,United Kingdom,Consumer Staples,Beverages (Production/Distribution)
DESP,Despegar.com Corp. Ordinary Shares,,Consumer Discretionary,Other Consumer Services
DEX,Delaware Enhanced Global Dividend Common Shares of Beneficial Interest,United States,Finance,Finance Companies
DFH,Dream Finders Homes Inc. Class A Common Stock,United States,,
DFIN,Donnelley Financial Solutions Inc. Common Stock ,,Finance,Investment Managers
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,,Finance,Investment Managers
DFS,Discover Financial Services Common Stock,United States,Finance,Finance: Consumer Services
DG,Dollar General Corporation Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
DGX,Quest Diagnostics Incorporated Common Stock,United States,Health Care,Medical Specialities
DHF,BNY Mellon High Yield Strategies Fund Common Stock,United States,Finance,Finance Companies
DHI,D.R. Horton Inc. Common Stock,United States,,
DHR,Danaher Corporation Common Stock,United States,Health Care,Medical Specialities
DHR^B,Danaher Corporation 5.00% Mandatory Convertible Preferred Stock Series B,United States,,
DHT,DHT Holdings Inc.,Jersey,Consumer Discretionary,Marine Transportation
DHX,DHI Group Inc. Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,,Finance,Finance Companies
DIN,Dine Brands Global Inc. Common Stock,United States,Consumer Discretionary,Restaurants
DINO,HF Sinclair Corporation Common Stock,United States,Energy,Integrated oil Companies
DIS,Walt Disney Company (The) Common Stock,United States,Consumer Discretionary,Movies/Entertainment
DK,Delek US Holdings Inc. Common Stock,United States,Energy,Integrated oil Companies
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,United States,Energy,Oil & Gas Production
DKS,Dick's Sporting Goods Inc Common Stock,United States,Consumer Discretionary,Other Specialty Stores
DLB,Dolby Laboratories Common Stock,United States,Technology,EDP Services
DLNG,Dynagas LNG Partners LP Common Units,Greece,,
DLNG^A,Dynagas LNG Partners LP 9.00% Series A Cumulative Redeemable Preferred Units,Greece,,
DLNG^B,Dynagas LNG Partners LP 8.75% Series B Fixed to Floating Rate Cumulative Redeemable Perpetual Preferred Units liquidation preference $25.00 per Uni,Greece,,
DLR,Digital Realty Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
DLR^J,Digital Realty Trust Inc. 5.250% Series J Cumulative Redeemable Preferred Stock,United States,,
DLR^K,Digital Realty Trust Inc. 5.850% Series K Cumulative Redeemable Preferred Stock par value $0.01 per share,United States,,
DLR^L,Digital Realty Trust Inc. 5.200% Series L Cumulative Redeemable Preferred Stock,United States,,
DLX,Deluxe Corporation Common Stock,United States,Consumer Discretionary,Advertising
DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,,Finance,Investment Managers
DM,Desktop Metal Inc. Class A Common Stock,,Technology,Computer peripheral equipment
